Customer_ID,Recency,Frequency,Monetary,Avg_Order_Value,Session_Count,Avg_Session_Duration,Pages_Viewed,Clicks,Campaign_Response,Wishlist_Adds,Cart_Abandon_Rate,Returns,Segment_Label,Engagement_Score,Engagement_Level,Cluster,Segment_Name
CUST00030,4,62,7886.0,215,190,34.26914720868088,60,4195.0,0,86,3.979530562013335,1,platinum,4471.0,High,3,VIP Champions
CUST00031,41,18,193.0,91,28,14.792618656086423,14,227.0,0,8,15.72849979588944,0,copper,263.0,Low,2,Promising Regulars
CUST00032,25,44,4742.0,230,85,27.433948367895184,42,2952.0,0,34,6.640307314593894,3,gold,3071.0,High,1,High-Value Loyalists
CUST00033,14,63,7646.0,210,130,20.14439894007436,62,3022.0,1,51,8.20909634070616,3,platinum,3203.0,High,3,VIP Champions
CUST00034,76,5,6.0,24,10,8.385646540771331,3,79.0,1,1,41.40385845099499,8,iron,90.0,Low,2,Promising Regulars
CUST00035,141,2,43.0,40,12,3.7853342127538014,12,131.0,0,4,25.7840838402982,20,iron,147.0,Low,0,At-Risk Customers
CUST00036,85,12,462.0,73,11,10.546936856470577,10,222.0,0,9,18.79868044560376,13,copper,242.0,Low,2,Promising Regulars
CUST00037,35,26,1881.0,159,68,10.596255243872688,20,915.0,0,29,18.72465523258539,13,silver,1012.0,Medium,2,Promising Regulars
CUST00038,12,62,7455.0,229,101,20.758766258718712,93,2792.0,1,55,7.805205758696064,1,platinum,2948.0,High,3,VIP Champions
CUST00039,59,13,193.0,106,35,13.295224152883748,26,215.0,0,14,15.120477958134344,1,copper,264.0,Low,2,Promising Regulars
CUST00040,23,10,1578.0,183,43,18.21110527741516,47,1036.0,0,15,16.527597559761254,7,silver,1094.0,Medium,2,Promising Regulars
CUST00041,15,67,3987.0,156,89,23.99142588165628,48,2766.0,1,62,5.021409193454752,5,gold,2917.0,High,1,High-Value Loyalists
CUST00042,29,34,961.0,199,67,18.080776677006256,40,591.0,1,15,15.032283453861176,14,silver,673.0,Medium,2,Promising Regulars
CUST00043,12,52,7858.0,246,190,23.56796503857162,78,3689.0,1,51,7.88581765108471,1,platinum,3930.0,High,3,VIP Champions
CUST00044,171,5,42.0,30,14,2.7473742695669414,14,134.0,1,3,37.07320941088412,22,iron,151.0,Low,0,At-Risk Customers
CUST00045,14,68,3908.0,295,80,23.180442782004626,63,1585.0,0,53,9.233267270225271,7,gold,1718.0,High,1,High-Value Loyalists
CUST00046,61,12,324.0,87,21,11.086842206035008,28,440.0,1,19,27.266935214691284,10,copper,480.0,Low,2,Promising Regulars
CUST00047,37,17,802.0,140,68,17.85202867912825,32,692.0,0,33,11.935433732395726,12,silver,793.0,Medium,2,Promising Regulars
CUST00048,21,37,1677.0,122,44,16.427519139595468,25,1430.0,0,12,16.0102587748869,13,silver,1486.0,Medium,1,High-Value Loyalists
CUST00049,57,38,999.0,158,68,11.035765661030153,24,567.0,0,22,19.99364932192679,13,silver,657.0,Medium,2,Promising Regulars
CUST00050,20,58,3185.0,291,115,19.30728395156443,68,2561.0,1,68,13.227500147651233,9,gold,2744.0,High,1,High-Value Loyalists
CUST00051,161,5,97.0,17,6,4.548324119461707,8,223.0,0,0,20.03066898783344,11,iron,229.0,Low,0,At-Risk Customers
CUST00052,52,7,208.0,88,34,8.27250307905817,19,693.0,0,17,23.722957114156657,12,copper,744.0,Medium,2,Promising Regulars
CUST00053,68,4,13.0,46,8,1.1512655183902825,8,103.0,0,0,23.09776428308248,18,iron,111.0,Low,2,Promising Regulars
CUST00054,93,1,46.0,28,18,5.155933297566511,10,130.0,0,2,34.61748681036353,19,iron,150.0,Low,0,At-Risk Customers
CUST00055,38,10,934.0,106,58,14.14698118305128,24,1105.0,1,33,10.099597412043034,9,silver,1196.0,Medium,2,Promising Regulars
CUST00056,135,9,12.0,35,17,3.218301186190626,4,162.0,0,4,41.3278891024365,14,iron,183.0,Low,0,At-Risk Customers
CUST00057,10,83,8221.0,222,158,35.794565236159244,53,2754.0,0,90,3.180097048142981,3,platinum,3002.0,High,3,VIP Champions
CUST00058,18,53,3590.0,266,75,16.007963561285607,54,2561.0,0,38,12.80259330920478,0,gold,2674.0,High,1,High-Value Loyalists
CUST00059,1,54,7056.0,379,127,24.478124038269613,77,4690.050000000001,1,76,8.735596022726128,2,platinum,4893.050000000001,High,3,VIP Champions
CUST00060,40,39,965.0,198,32,14.45458688370934,46,529.0,0,30,15.739504229932583,7,silver,591.0,Medium,2,Promising Regulars
CUST00061,34,27,679.0,128,67,14.27840570627053,36,998.0,1,32,14.790407256746136,5,silver,1097.0,Medium,2,Promising Regulars
CUST00062,21,40,3519.0,262,79,19.66681021139471,32,2278.0,1,52,9.945897780098138,2,gold,2409.0,High,1,High-Value Loyalists
CUST00063,74,11,465.0,68,39,6.272925330950784,16,555.0,0,15,25.65044021512844,0,copper,609.0,Medium,2,Promising Regulars
CUST00064,47,27,1671.0,139,64,11.903832710609718,25,1481.0,0,18,15.248167503647412,14,silver,1563.0,High,2,Promising Regulars
CUST00065,24,42,3807.0,181,61,20.151309241960107,67,1609.0,0,50,7.715447686684391,7,gold,1720.0,High,1,High-Value Loyalists
CUST00066,47,23,1759.0,147,35,18.23724286136987,20,927.0,1,18,10.098607283371395,3,silver,980.0,Medium,2,Promising Regulars
CUST00067,22,66,4985.0,193,76,19.815322894117,64,1379.0,1,59,12.76768271350073,2,gold,1514.0,High,1,High-Value Loyalists
CUST00068,66,7,285.0,106,18,13.597287835022325,29,457.0,0,12,17.90550439178553,17,copper,487.0,Low,2,Promising Regulars
CUST00069,9,50,9445.02,231,190,28.346958406082827,80,3845.0,1,95,6.661929602664312,2,platinum,4130.0,High,3,VIP Champions
CUST00070,150,8,36.0,37,19,4.574865738762075,12,85.0,1,1,25.18368955647389,3,iron,105.0,Low,0,At-Risk Customers
CUST00071,43,11,189.0,57,33,14.02776047764545,24,462.0,0,10,22.87803300346196,11,copper,505.0,Medium,2,Promising Regulars
CUST00072,27,44,2100.0,165,64,25.23739550605724,57,2272.0,1,56,12.172635253579273,3,gold,2392.0,High,1,High-Value Loyalists
CUST00073,11,50,9445.02,200,171,25.125863245892152,77,3877.0,0,90,4.702884767031758,0,platinum,4138.0,High,3,VIP Champions
CUST00074,79,15,424.0,83,16,13.269490250841107,24,448.0,0,9,24.00021716220953,19,copper,473.0,Low,2,Promising Regulars
CUST00075,44,14,123.0,75,38,10.648183139601972,19,216.0,1,6,25.68177084501203,8,copper,260.0,Low,2,Promising Regulars
CUST00076,36,14,347.0,58,31,5.991945301128786,25,784.0,0,17,16.10325718464419,6,copper,832.0,Medium,2,Promising Regulars
CUST00077,72,12,362.0,112,29,10.674858777835963,17,653.0,0,15,20.29316025756501,7,copper,697.0,Medium,2,Promising Regulars
CUST00078,6,95,8536.0,311,185,27.75413326262175,57,4672.0,1,73,2.433019279829672,3,platinum,4930.0,High,3,VIP Champions
CUST00079,21,11,1870.0,113,68,18.78517209064016,43,1279.0,0,32,17.273972938459515,8,silver,1379.0,Medium,2,Promising Regulars
CUST00080,13,55,2035.0,280,60,18.95513187893233,34,2682.0,1,63,12.278341625793717,7,gold,2805.0,High,1,High-Value Loyalists
CUST00081,171,6,90.0,47,17,7.858644880957532,10,105.0,0,0,25.86267759915047,14,iron,122.0,Low,0,At-Risk Customers
CUST00082,44,6,433.0,114,19,10.09003445482618,19,209.0,0,6,17.48311192234631,7,copper,234.0,Low,2,Promising Regulars
CUST00083,20,10,1082.0,108,45,18.52365349262044,47,906.0,1,34,18.565681964898992,12,silver,985.0,Medium,2,Promising Regulars
CUST00084,8,60,7060.0,379,190,35.5432239241119,91,3799.0,0,89,5.796108992282839,3,platinum,4078.0,High,3,VIP Champions
CUST00085,58,25,668.0,120,51,17.226472020610686,29,1469.0,1,25,11.540757324730835,13,silver,1545.0,High,2,Promising Regulars
CUST00086,45,30,1030.0,152,50,17.098954333814536,27,712.0,0,17,17.39749947390486,0,silver,779.0,Medium,2,Promising Regulars
CUST00087,48,16,180.0,114,14,8.535488542043371,11,770.0,1,10,26.571449834894047,11,copper,794.0,Medium,2,Promising Regulars
CUST00088,64,18,275.0,55,24,8.009577155586724,25,731.0,1,14,22.407539109778853,1,copper,769.0,Medium,2,Promising Regulars
CUST00089,123,2,8.0,20,10,7.501900807201718,10,299.0,0,3,46.92448654386274,9,iron,312.0,Low,0,At-Risk Customers
CUST00090,41,38,1852.0,160,34,17.07267918666439,20,1256.0,0,35,14.084873888822733,6,silver,1325.0,Medium,1,High-Value Loyalists
CUST00091,23,34,2405.0,219,91,16.00195615893258,39,1494.0,1,63,5.639113209491411,2,gold,1648.0,High,1,High-Value Loyalists
CUST00092,73,10,422.0,115,29,11.443657004925674,12,638.0,0,7,17.338518653099204,7,copper,674.0,Medium,2,Promising Regulars
CUST00093,49,14,103.0,67,28,14.546375133600558,18,791.0,0,13,15.38448374826634,12,copper,832.0,Medium,2,Promising Regulars
CUST00094,57,30,1650.0,120,44,13.633924794321269,40,997.0,0,23,10.437658471983186,6,silver,1064.0,Medium,2,Promising Regulars
CUST00095,43,10,312.0,64,29,5.384256456390586,17,328.0,1,5,19.37365154363648,19,copper,362.0,Low,2,Promising Regulars
CUST00096,35,16,634.0,149,31,19.79103394252273,37,688.0,0,14,11.044729858159362,4,silver,733.0,Medium,2,Promising Regulars
CUST00097,48,20,1272.0,195,65,18.140669059512668,41,1173.0,0,21,11.081459423371989,0,silver,1259.0,Medium,2,Promising Regulars
CUST00098,29,37,1516.0,181,47,17.53503901107308,33,1067.0,0,35,17.269538687331,14,silver,1149.0,Medium,1,High-Value Loyalists
CUST00099,1,56,7569.0,268,184,24.95237774397811,94,3067.0,1,63,9.321617192136324,2,platinum,3314.0,High,3,VIP Champions
CUST00100,27,58,2947.0,187,75,18.15868785757415,64,1171.0,1,33,7.344488488080395,9,gold,1279.0,Medium,1,High-Value Loyalists
CUST00101,13,94,5157.0,297,129,36.85574492227858,73,4690.050000000001,1,90,0.6616872172518085,1,platinum,4909.050000000001,High,3,VIP Champions
CUST00102,48,11,412.0,68,33,11.679730608221847,19,379.0,0,10,19.499608622317982,8,copper,422.0,Low,2,Promising Regulars
CUST00103,42,17,616.0,160,40,11.800180450508067,32,1153.0,1,34,18.90115136309809,1,silver,1227.0,Medium,2,Promising Regulars
CUST00104,37,19,698.0,149,43,14.651235991477796,21,1169.0,1,21,14.810187798004618,3,silver,1233.0,Medium,2,Promising Regulars
CUST00105,108,1,34.0,32,9,8.245101691735513,3,164.0,0,3,31.1455872573072,7,iron,176.0,Low,0,At-Risk Customers
CUST00106,17,61,2092.0,156,61,28.566380134757253,57,1751.0,0,61,5.029627205603968,4,gold,1873.0,High,1,High-Value Loyalists
CUST00107,28,20,1098.0,174,31,16.801585467588787,37,1006.0,1,24,19.81684505937049,14,silver,1061.0,Medium,2,Promising Regulars
CUST00108,57,18,323.0,74,29,5.80846801643254,20,666.0,1,15,17.439807806431816,9,copper,710.0,Medium,2,Promising Regulars
CUST00109,23,63,3251.0,167,72,22.855085999984777,49,2473.0,0,59,6.658779246625355,9,gold,2604.0,High,1,High-Value Loyalists
CUST00110,2,87,7742.0,227,173,22.80994629721604,66,2533.0,1,66,6.683607021173941,1,platinum,2772.0,High,3,VIP Champions
CUST00111,23,65,4971.0,227,117,18.792133669474733,38,1788.0,1,59,11.898887322384034,7,gold,1964.0,High,1,High-Value Loyalists
CUST00112,13,60,3690.0,218,65,24.90798623154729,56,1007.0,1,65,10.963854184032291,6,gold,1137.0,Medium,1,High-Value Loyalists
CUST00113,155,7,14.0,46,18,9.016710326647493,11,260.0,1,0,37.73728717251842,10,iron,278.0,Low,0,At-Risk Customers
CUST00114,44,14,206.0,116,39,11.760560050132533,20,548.0,1,13,18.80504188682545,9,copper,600.0,Medium,2,Promising Regulars
CUST00115,50,11,353.0,78,19,5.310616564230335,27,414.0,0,8,16.07519069513002,2,copper,441.0,Low,2,Promising Regulars
CUST00116,144,4,1.0,13,0,5.193495558369863,1,247.0,0,3,28.18751480973114,6,iron,250.0,Low,0,At-Risk Customers
CUST00117,48,17,381.0,93,21,12.987718291146283,23,541.0,0,16,28.86221923705048,5,copper,578.0,Medium,2,Promising Regulars
CUST00118,19,63,2806.0,190,116,15.604172441030816,30,2909.0,1,37,12.674958335093072,0,gold,3062.0,High,1,High-Value Loyalists
CUST00119,64,1,73.0,45,0,9.434304701336098,5,83.0,0,0,28.15895323334248,21,iron,83.0,Low,2,Promising Regulars
CUST00120,34,14,1026.0,124,50,13.00806161085434,21,718.0,0,30,19.115968865602746,2,silver,798.0,Medium,2,Promising Regulars
CUST00121,31,14,325.0,63,24,10.311094225441554,13,538.0,0,18,18.25414838111004,11,copper,580.0,Medium,2,Promising Regulars
CUST00122,94,7,8.0,32,3,5.232114636483532,3,275.0,0,0,48.11721349401088,8,iron,278.0,Low,0,At-Risk Customers
CUST00123,31,38,1665.0,145,44,14.705446849512228,38,1483.0,1,17,10.110471452127776,2,silver,1544.0,High,1,High-Value Loyalists
CUST00124,13,43,2911.0,155,114,20.43268136337219,35,1482.0,0,32,11.340770612085656,9,gold,1628.0,High,1,High-Value Loyalists
CUST00125,27,62,3967.0,229,118,18.142293340793994,65,1962.0,1,42,13.15709270002073,8,gold,2122.0,High,1,High-Value Loyalists
CUST00126,51,25,1491.0,199,50,12.04801524939167,38,1032.0,1,30,18.888842740838328,4,silver,1112.0,Medium,2,Promising Regulars
CUST00127,35,13,175.0,107,23,13.51282212216531,11,767.0,1,14,25.18317348585895,5,copper,804.0,Medium,2,Promising Regulars
CUST00128,122,3,20.0,11,9,8.07490581946904,6,200.0,0,4,38.60094823034704,16,iron,213.0,Low,0,At-Risk Customers
CUST00129,2,90,6195.0,221,130,37.085353853150615,70,3811.0,1,95,4.156610015004492,4,platinum,4036.0,High,3,VIP Champions
CUST00130,30,24,1424.0,144,33,16.721050670137647,35,1354.0,0,21,10.119044688478503,9,silver,1408.0,Medium,2,Promising Regulars
CUST00131,59,15,585.0,113,46,12.087458823986292,35,962.0,0,24,16.2248553870623,6,silver,1032.0,Medium,2,Promising Regulars
CUST00132,21,39,4541.0,191,111,20.58472211661397,40,2653.0,0,38,5.307865688607466,2,gold,2802.0,High,1,High-Value Loyalists
CUST00133,18,65,3460.0,239,67,19.88745029906092,48,1366.0,1,51,11.857030513889372,9,gold,1484.0,Medium,1,High-Value Loyalists
CUST00134,23,14,1403.0,100,57,12.651808751303228,23,1256.0,0,27,13.018391202475154,1,silver,1340.0,Medium,2,Promising Regulars
CUST00135,143,4,29.0,10,17,9.114880480414346,6,140.0,0,4,20.74427990127697,15,iron,161.0,Low,0,At-Risk Customers
CUST00136,31,29,1861.0,133,52,12.938900831993168,36,1284.0,0,27,14.294187868522531,14,silver,1363.0,Medium,2,Promising Regulars
CUST00137,22,26,1712.0,149,55,14.935727932689812,47,1211.0,0,35,17.02627106323652,2,silver,1301.0,Medium,2,Promising Regulars
CUST00138,67,17,250.0,81,19,7.9838051356146895,10,740.0,0,7,15.46641932914584,4,copper,766.0,Medium,2,Promising Regulars
CUST00139,50,20,713.0,181,64,10.193184035343403,49,632.0,0,28,16.683652265904332,12,silver,724.0,Medium,2,Promising Regulars
CUST00140,97,4,20.0,36,13,8.669927860506814,1,252.0,0,4,37.38973891028948,6,iron,269.0,Low,0,At-Risk Customers
CUST00141,130,4,0.0,34,7,3.4717319183528463,3,57.0,0,3,30.144306146725885,14,iron,67.0,Low,0,At-Risk Customers
CUST00142,13,56,3100.0,227,96,28.99022853540753,59,1038.0,0,45,10.633837406661655,6,gold,1179.0,Medium,1,High-Value Loyalists
CUST00143,46,22,1264.0,134,44,12.446126700695253,26,1457.0,0,27,12.453104979859798,3,silver,1528.0,High,2,Promising Regulars
CUST00144,51,15,1200.0,131,55,10.534137632495488,39,1349.0,0,29,17.07120613944381,5,silver,1433.0,Medium,2,Promising Regulars
CUST00145,11,69,3908.0,192,77,15.63502418853738,38,1880.0,0,30,8.476656707588665,3,gold,1987.0,High,1,High-Value Loyalists
CUST00146,2,89,8569.0,379,113,21.022632762133945,91,3584.0,0,95,0.6792620422282625,4,platinum,3792.0,High,3,VIP Champions
CUST00147,45,12,205.0,76,17,13.382941170007634,12,312.0,0,19,20.34267801492632,16,copper,348.0,Low,2,Promising Regulars
CUST00148,59,11,1892.0,130,66,10.190976556032044,21,533.0,1,36,11.146399435857068,13,silver,635.0,Medium,2,Promising Regulars
CUST00149,14,95,7850.0,328,128,38.0218032586106,82,3168.0,1,75,3.1265631435521946,2,platinum,3371.0,High,3,VIP Champions
CUST00150,27,60,3178.0,165,117,27.76203902474269,41,2941.0,1,40,8.631287104896359,0,gold,3098.0,High,1,High-Value Loyalists
CUST00151,86,2,11.0,39,8,2.595801281703804,6,214.0,0,0,48.11721349401088,14,iron,222.0,Low,2,Promising Regulars
CUST00152,28,56,2455.0,228,86,28.831389803584976,37,1989.0,0,47,5.1746813027900265,5,gold,2122.0,High,1,High-Value Loyalists
CUST00153,12,44,3634.0,187,92,23.36851168215764,30,2140.0,0,37,14.329625485670794,5,gold,2269.0,High,1,High-Value Loyalists
CUST00154,29,19,1304.0,125,57,19.17524727230348,36,1153.0,1,38,17.080113308712896,1,silver,1248.0,Medium,2,Promising Regulars
CUST00155,103,1,1.0,26,9,6.445643366626902,3,107.0,0,4,21.33185794907981,3,iron,120.0,Low,0,At-Risk Customers
CUST00156,11,48,3844.0,244,104,24.181189773057888,51,2046.0,0,44,12.33024214863658,6,gold,2194.0,High,1,High-Value Loyalists
CUST00157,49,17,208.0,89,34,14.705525148851017,17,729.0,1,15,27.59350059713133,4,copper,778.0,Medium,2,Promising Regulars
CUST00158,87,9,330.0,56,18,8.98641335196384,13,429.0,0,13,25.13183427034876,12,copper,460.0,Low,2,Promising Regulars
CUST00159,16,38,2362.0,248,117,19.36295902694548,32,2358.0,1,62,14.41904972838329,3,gold,2537.0,High,1,High-Value Loyalists
CUST00160,35,6,384.0,89,10,10.893763726481172,13,428.0,0,16,24.41063256653043,12,copper,454.0,Low,2,Promising Regulars
CUST00161,37,26,716.0,164,44,14.262314582647644,35,903.0,1,36,11.171072315052776,4,silver,983.0,Medium,2,Promising Regulars
CUST00162,63,11,166.0,111,33,13.31640040169331,22,398.0,0,7,20.898460469593164,17,copper,438.0,Low,2,Promising Regulars
CUST00163,58,14,131.0,88,18,8.995064752605643,17,779.0,0,16,19.60724925284928,1,copper,813.0,Medium,2,Promising Regulars
CUST00164,32,10,1383.0,138,57,13.192567052478967,28,655.0,1,26,16.83336281280214,12,silver,738.0,Medium,2,Promising Regulars
CUST00165,7,59,8151.0,333,147,28.03260416665537,52,3276.0,1,62,2.2297448800998207,4,platinum,3485.0,High,3,VIP Champions
CUST00166,46,11,255.0,62,37,6.151639119045256,13,419.0,0,9,23.651412711538864,3,copper,465.0,Low,2,Promising Regulars
CUST00167,54,11,807.0,190,39,15.73584606953789,39,1296.0,1,38,12.936764133584362,1,silver,1373.0,Medium,2,Promising Regulars
CUST00168,25,39,4379.0,179,110,20.97899494077684,43,1277.0,1,30,14.975482216812413,3,gold,1417.0,Medium,1,High-Value Loyalists
CUST00169,12,64,8107.0,246,153,27.10534436114667,94,3589.0,0,90,5.0278371077197175,2,platinum,3832.0,High,3,VIP Champions
CUST00170,21,11,1689.0,128,32,13.756487354930009,23,784.0,1,26,14.032294726807958,6,silver,842.0,Medium,2,Promising Regulars
CUST00171,74,19,261.0,99,10,8.679029252862756,17,626.0,1,19,29.45764277390789,16,copper,655.0,Medium,2,Promising Regulars
CUST00172,12,59,7629.0,207,144,22.522053919748185,81,4690.050000000001,1,53,6.453308128295218,3,platinum,4887.050000000001,High,3,VIP Champions
CUST00173,43,33,554.0,125,54,11.21511169537666,29,685.0,0,10,13.015966074459236,8,silver,749.0,Medium,2,Promising Regulars
CUST00174,25,34,3362.0,155,85,29.29766307394709,68,2032.0,1,43,12.61060383967476,8,gold,2160.0,High,1,High-Value Loyalists
CUST00175,44,9,277.0,70,34,8.373928312487664,15,459.0,0,14,15.058939821333269,11,copper,507.0,Medium,2,Promising Regulars
CUST00176,24,50,3709.0,207,90,21.654684699052183,48,1038.0,0,59,6.515879119023195,8,gold,1187.0,Medium,1,High-Value Loyalists
CUST00177,58,6,151.0,63,12,6.089716293039158,16,550.0,1,6,24.9565010418255,19,copper,568.0,Medium,2,Promising Regulars
CUST00178,33,38,791.0,190,53,15.28352122551236,40,864.0,0,24,12.94321744231236,3,silver,941.0,Medium,2,Promising Regulars
CUST00179,123,3,74.0,27,9,2.1766126551206497,6,232.0,1,0,48.11721349401088,1,iron,241.0,Low,0,At-Risk Customers
CUST00180,22,65,4714.0,222,64,29.066295232672253,60,2282.0,0,64,14.035593036972818,9,gold,2410.0,High,1,High-Value Loyalists
CUST00181,56,39,1740.0,131,64,12.174620835913878,26,819.0,0,27,16.995589594516332,6,silver,910.0,Medium,2,Promising Regulars
CUST00182,17,62,4750.0,174,95,26.86774001083402,68,2581.0,0,52,7.770455962834224,0,gold,2728.0,High,1,High-Value Loyalists
CUST00183,95,1,7.0,25,10,7.292596883154156,14,174.0,0,0,38.70877841891793,12,iron,184.0,Low,0,At-Risk Customers
CUST00184,117,0,0.0,41,7,8.39011263505952,8,240.0,0,1,23.005079787119897,6,iron,248.0,Low,0,At-Risk Customers
CUST00185,19,65,2472.0,263,118,18.782133909969783,48,1237.0,1,45,6.74996828750584,3,gold,1400.0,Medium,1,High-Value Loyalists
CUST00186,82,6,384.0,59,36,8.718601153330944,24,435.0,0,16,24.44461851348686,8,copper,487.0,Low,2,Promising Regulars
CUST00187,75,17,479.0,75,15,10.742703802570873,29,708.0,0,17,17.16713544891908,0,copper,740.0,Medium,2,Promising Regulars
CUST00188,36,25,1537.0,158,46,15.78718010590238,27,1100.0,0,11,12.367980345961188,8,silver,1157.0,Medium,2,Promising Regulars
CUST00189,49,29,1032.0,192,54,11.18396841427654,31,524.0,0,39,16.534889320582476,8,silver,617.0,Medium,2,Promising Regulars
CUST00190,14,45,3828.0,225,83,28.92013112661831,38,1982.0,0,60,6.17471940272859,6,gold,2125.0,High,1,High-Value Loyalists
CUST00191,11,76,5861.0,284,143,29.36224780909853,56,3685.0,1,72,1.4838537821747766,1,platinum,3900.0,High,3,VIP Champions
CUST00192,72,3,81.0,32,0,6.39111373403151,4,276.0,0,1,32.26530985175205,23,iron,277.0,Low,2,Promising Regulars
CUST00193,136,0,54.0,11,1,5.667535284718007,5,245.0,0,1,45.93977341669675,2,iron,247.0,Low,0,At-Risk Customers
CUST00194,49,14,279.0,67,30,9.104931145413415,19,461.0,0,11,18.13255530677976,17,copper,502.0,Medium,2,Promising Regulars
CUST00195,40,28,759.0,176,47,18.78933218452305,44,1451.0,1,36,17.685751724093983,0,silver,1534.0,High,2,Promising Regulars
CUST00196,20,15,1350.0,151,30,10.383074668396612,40,1097.0,1,16,12.440634510429252,0,silver,1143.0,Medium,2,Promising Regulars
CUST00197,33,16,400.0,81,13,12.544714750022372,10,654.0,1,6,19.98971453001219,14,copper,673.0,Medium,2,Promising Regulars
CUST00198,65,1,8.0,13,12,1.6695786193475368,11,286.0,0,0,39.02151524920159,16,iron,298.0,Low,2,Promising Regulars
CUST00199,77,0,68.0,25,14,9.680586003924894,2,97.0,0,1,25.858199997414825,19,iron,112.0,Low,2,Promising Regulars
CUST00200,77,9,313.0,72,39,8.052536291004431,26,475.0,1,16,24.998076829465333,11,copper,530.0,Medium,2,Promising Regulars
